Waterbody,State,County,Site Number,Site ID,Site Description,Site Latitude,Site Longitude,HWM Label,HWM ID,HWM Location Description,HWM Type,HWM Quality,Height Above Ground (ft),HWM Latitude,HWM Longitude,Surveyed HWM Elevation (ft)
North Branch Winooski River,VT,Washington County,VTWAS33663,33663,"Next to house on Elm Street, Montpelier VT",44.26689911,-72.56860352,VT-023-MM-742,45348,"Stake with orange flagging, orange paint, and pink flagging in branch above. 5.5 ft DS of house, 13 ft riverward of edge of pavement",Mud,Poor: +/- 0.40 ft,0,44.26688439,-72.56847302,528.28
North Branch Winooski River,VT,Washington County,VTWAS33664,33664,"Upstream of dam and footbridge, Montpelier VT",44.26570129,-72.56829834,VT-023-MM-743,45349,White HWM disc in base of large willow tree and pink flagging leading down from grass path. 50 ft behind condos,Mud,Poor: +/- 0.40 ft,1,44.26569388,-72.56834267,525.56
North Branch Winooski River,VT,Washington County,VTWAS33666,33666,"Upstream of Cummings Street bridge, Montpelier VT",44.27159882,-72.57089996,VT-023-MM-744,45346,"Orange flagged stake 23.5 ft riverward of DS corner of building, 28 ft US of wingwall",Mud,Poor: +/- 0.40 ft,0,44.27154306,-72.57090315,529.26
North Branch Winooski River,VT,Washington County,VTWAS33895,33895,"DSR of Cummings St, N Branch Winooski River, Montpelier VT",44.271111,-72.570833,VT-023-MM-745,45774,White HWM disc at base of 2 ft diameter connifer 30 ft DS of white fence,Mud,Poor: +/- 0.40 ft,,44.27121782,-72.57071059,529.1
North Branch Winooski River,VT,Washington County,VTWAS33667,33667,"Upstream of footbridge, near Elm Street Playground, Montpelier VT",44.27740097,-72.57129669,VT-023-MM-746,45345,"Stake with pink flagging, 13 ft perpendicular to pavement, 19 ft from US bridge post",Mud,Poor: +/- 0.40 ft,0,44.27736389,-72.57133515,532.3
North Branch Winooski River,VT,Washington County,VTWAS33541,33541,"At the corner of where the North Branch Winooski Rover and the Winooski River meet, Montpelier VT",44.25889969,-72.57800293,VT-023-MP-714,45775,White USGS HWM disc on utility pole 2701flagged with pink tape and paint. 4 ft from building,Seed line,Good: +/- 0.10 ft,1,44.2591275,-72.57762557,526.26
North Branch Winooski River,VT,Washington County,VTWAS33543,33543,"Langdon Street bridge, Montpelier VT",44.26079941,-72.57610321,VT-023-MP-715,45135,Sharpie line with pink flagging on parking meter. DS garter next to parking meter on DS side.,Seed line,Fair: +/- 0.20 ft,3.55,44.26081484,-72.57619066,526.18
North Branch Winooski River,VT,Washington County,VTWAS33543,33543,"Langdon Street bridge, Montpelier VT",44.26079941,-72.57610321,VT-023-MP-716,45140,Oil stain on right most garter on DS side of bridge. Sharpie with pink flagging under,Stain line,Good: +/- 0.10 ft,3.87,44.26084893,-72.57626835,526.18
North Branch Winooski River,VT,Washington County,VTWAS33545,33545,"Between the US Geological Survey and Washington County Court House, Montpelier VT",44.26100159,-72.57730103,VT-023-MP-717,45139,Seed line on left side of rear east door of federal building,Seed line,Excellent: +/- 0.05 ft,4.58,44.26103711,-72.57738572,526.23
North Branch Winooski River,VT,Washington County,VTWAS33545,33545,"Between the US Geological Survey and Washington County Court House, Montpelier VT",44.26100159,-72.57730103,VT-023-MP-718,45144,White USGS HWM disc with orange flagging and pink paint at base of light post 8 ft toward State St,Mud,Good: +/- 0.10 ft,3.35,44.26071265,-72.57753806,526.21
North Branch Winooski River,VT,Washington County,VTWAS33542,33542,"Upstream of covered path and railroad bridge along the North Branch Winooski River, Montpelier VT",44.25960159,-72.57769775,VT-023-MP-719,45143,Sharpie line on pvc power cable tubes on SE corner of building on deck and wall behind.,Stain line,Good: +/- 0.10 ft,1.75,44.2597168,-72.57732807,526.16
Ottauquechee River,VT,Rutland County,VTRUT31095,31095,"Ottauquechee River, upstream of River Road bridge, Killington, VT",43.662636,-72.773239,VT-021-KL-129,45423,HWM disc on same tree as Irene HWM. Located 100 ft US of bridge and 12 ft landward from waters edge (LB),Debris,Good: +/- 0.10 ft,1.5,43.6624667,-72.7734469,1199.54
Ottauquechee River,VT,Rutland County,VTRUT31095,31095,"Ottauquechee River, upstream of River Road bridge, Killington, VT",43.662636,-72.773239,VT-021-KL-131,45429,White HWM disc on wooden stake with flagging. 162 ft DS and 15 ft from LB in tree,Debris,Good: +/- 0.10 ft,0,43.66263859,-72.77319936,1201.32
Ottauquechee River,VT,Windsor County,VTWIN31062,31062,"Ottauquechee River, downstream of US-4 bridge, Bridgewater, VT",43.597789,-72.709444,VT-027-BW-105,44910,HWM mark is on the landward side of 5 inch tree. Tree is flagged (orange),Stain line,Poor: +/- 0.40 ft,0.74,43.59779001,-72.70960651,957.1
Ottauquechee River,VT,Windsor County,VTWIN31047,31047,"Ottauquechee River, downstream of US-4 bridge, Bridgewater, VT",43.592099,-72.702763,VT-027-BW-106,44914,HWM mark is on upstream side of tree. 150 ft downstream of bride right edge of water.,Seed line,Poor: +/- 0.40 ft,2.59,43.59203999,-72.70268757,930.31
Ottauquechee River,VT,Windsor County,VTWIN31057,31057,"Ottauquechee River, upstream of US-4 bridge, Bridgewater, VT",43.59027,-72.66147,VT-027-BW-107,44915,HWM mark is 130 ft upstream of bridge left bank. Disc facing upstream. 20 ft from waters edge.,Seed line,Poor: +/- 0.40 ft,4.58,43.5902959,-72.66154352,862.61
Ottauquechee River,VT,Windsor County,VTWIN31056,31056,"Daily Hollow/Ottauquechee River, upstream of US-4 bridge, Bridgewater, VT",43.59059,-72.66225,VT-027-BW-108,45165,"HWM is wooden stake with orange flagging located ~24 ft from SE corner of house and 120 ft US, 123 ft from RB near bush",Mud,Poor: +/- 0.40 ft,1,43.59054478,-72.66237571,863.68
Ottauquechee River,VT,Windsor County,VTWIN31028,31028,"Ottauquechee River, downstream of Blanchard Road bridge, Bridgewater, VT",43.587396,-72.622685,VT-027-BW-109,45141,White USGS HWM disc facing streamward DS 294 ft and 69 ft from LB of Blanchard Rd bridge,Seed line,Poor: +/- 0.40 ft,2.2,43.58696046,-72.62211878,814.6
Ottauquechee River,VT,Windsor County,VTWIN33548,33548,"Downstream of River Street bridge, Woodstock VT",43.62239838,-72.52410126,VT-027-X8-110,45142,White USGS HWM disc located in pine tree 1.5 ft up from ground. Tree has orange flagging and is facing the shed,Seed line,Good: +/- 0.10 ft,1.5,43.6226069,-72.52417891,689.21
Ottauquechee River,VT,Windsor County,VTWIN33549,33549,"Upstream of Elm Street Bridge, Woodstock VT",43.6283989,-72.51820374,VT-027-X8-111,45146,"Wooden stake with flagging, nail in stake is HWM. Near SW corner of house ~15 ft away in flower garden",Debris,Fair: +/- 0.20 ft,0,43.62850475,-72.51885827,685.92
Ottauquechee River,VT,Windsor County,VTWIN33550,33550,"Downstream of Elm Street Bridge, Woodstock VT",43.6291008,-72.51959991,VT-027-X8-112,45154,White USGS HWM disc on deck post facing river 309 ft US from bridge and 120 ft from LB,Mud,Excellent: +/- 0.05 ft,5.45,43.6319756,-72.46844753,648.66
Otter Creek,VT,Rutland County,VTRUT30693,30693,"Otter Creek, downstream Gorham Bridge Road bridge, Florence, VT",43.680325,-73.03761,VT-021-PF-020,45358,HWM disc located on US side of covered bridge on RB in wood structure of bridge wall,Debris,Poor: +/- 0.40 ft,2.5,43.68000807,-73.03732679,366.75
Otter Creek,VT,Rutland County,VTRUT33670,33670,"Next to Cadwell Trail and Cooley Covered Bridge, Pittsford VT",43.69049835,-73.02850342,VT-021-PF-022,45368,White HWM disc located on DS side of RB of Cooley Bridge,Mud,Excellent: +/- 0.05 ft,2.25,43.69044188,-73.02855235,365.83
Otter Creek,VT,Rutland County,VTRUT33669,33669,"Next to house on W Creek Road, Florence VT",43.70220184,-73.04450226,VT-021-PF-123,45355,HWM is cut in a rock with other past flood marks. Near 708 West Creek Rd,Other ,Excellent: +/- 0.05 ft,2.5,43.70251499,-73.04511175,365.01
Otter Creek,VT,Rutland County,VTRUT33469,33469,"Otter Creek upstream Rt. 4 bridge (at USGS streamgage 04282000), Rutland, VT",43.60400009,-73.01260376,VT-021-RO-101,44913,White USGS HWM disc in tree facing streamward. Tree marked with pink paint.,Seed line,Poor: +/- 0.40 ft,1.65,43.60314409,-73.01320921,493.71
Otter Creek,VT,Rutland County,VTRUT30696,30696,"Otter Creek, downstream of Route 4 bridge, Rutland, VT",43.604826,-73.014816,VT-021-RO-102,44909,"HWM is located on metal fence, gate post, streamward side. Marked with orange ribbon and paint.",Debris,Poor: +/- 0.40 ft,2.18,43.60500752,-73.01468347,485.79
Otter Creek,VT,Rutland County,VTRUT30697,30697,"Otter Creek, upstream of River St. bridge, Rutland, VT",43.600556,-72.992467,VT-021-RO-103,44908,"DPW pump house located at corner of Dorr Rd and River St bridge. Upstream of bridge, LS river edge. Grind mark painted orange with flagging.",Debris,Fair: +/- 0.20 ft,2.24,43.60067259,-72.99289436,531.28
Otter Creek,VT,Rutland County,VTRUT30670,30670,"Otter Creek, upstream of Waldo Lane foot bridge, Wallingford, VT",43.469778,-72.981973,VT-021-WC-140,45501,White HWM disc located inside of blue dugout. Near Irene HWM (VT-021-WC-6),Seed line,Excellent: +/- 0.05 ft,1,43.46982991,-72.98195187,572.67
Otter Creek,VT,Rutland County,VTRUT33925,33925,"Downstream of foot bridge, Otter Creek, Wallingford VT",43.47017009,-72.98242059,VT-021-WC-141,45819,White HWM disc facing streamward on 18 inch hemlock tree 210 ft DS of foot bridge. 10 ft from LB,Seed line,Good: +/- 0.10 ft,1,43.47017009,-72.98242059,572.32
Otter Creek,VT,Rutland County,VTRUT33743,33743,"Upstream of Florence Avenue bridge, Wallingford VT",43.47200012,-72.98190308,VT-021-WC-142,45502,"White HWM disc on tree base facing streamward with orange flagging. 175 ft DS from bridge, 42 ft from RB",Debris,Poor: +/- 0.40 ft,3,43.47197079,-72.98087156,565.44
Otter Creek,VT,Rutland County,VTRUT33743,33743,"Upstream of Florence Avenue bridge, Wallingford VT",43.47200012,-72.98190308,VT-021-WC-143,45505,White HWM disc in 5 inch tree with orange flagging facing US. 175 ft DS from bridge on LB,Debris,Poor: +/- 0.40 ft,2,43.47202819,-72.98134874,569.73
Passumpsic River,VT,Caledonia County,VTCAL33751,33751,"Between Comerford Dam Bridge and a railroad bridge, Barnet VT",44.32759857,-72.03669739,VT-005-BA-829,45517,6 inch flagged ail on debris line half way up bank on rocks midway between bridges,Debris,Poor: +/- 0.40 ft,0,44.32762173,-72.03669875,492.76
Passumpsic River,VT,Caledonia County,VTCAL33751,33751,"Between Comerford Dam Bridge and a railroad bridge, Barnet VT",44.32759857,-72.03669739,VT-005-BA-830,45523,"Sharpie line on culvert (half way, DS side) opposite BA-829. Half way up rocky slope",Debris,Very Poor: > 0.40 ft,1.9,44.3276654,-72.03633135,494.12
Passumpsic River,VT,Caledonia County,VTCAL33752,33752,"Between Comerford Dam Bridge and the dam, Barnet VT",44.32699966,-72.03600311,VT-005-BA-831,45515,"6 inch flagged nail on debris line in bedrock. ~10 ft US of dam, ~10 ft landward from river line",Debris,Poor: +/- 0.40 ft,0.11,44.326969,-72.0359722,490.88
Passumpsic River,VT,Caledonia County,VTCAL33752,33752,"Between Comerford Dam Bridge and the dam, Barnet VT",44.32699966,-72.03600311,VT-005-BA-832,45520,White HWM disc on debris line on 11 inch birch tree. ~100 ft perpendicular to middle of dam,Debris,Very Poor: > 0.40 ft,1.63,44.32685501,-72.03639509,492.17
Passumpsic River,VT,Caledonia County,VTCAL30508,30508,"Passumpsic River, downstream of Route 5 bridge, Lyndonville, VT",44.54394,-72.00097,VT-005-LY-496,45446,Green HWM disc on seedline on DSR bridge support. ~5 ft landward from 2C,Seed line,Excellent: +/- 0.05 ft,0.7,44.54425026,-72.00090936,703.97
Passumpsic River,VT,Caledonia County,VTCAL33729,33729,"Field between Stevens Loop and Sanborn_Centre Covered Bridge, Lyndon VT",44.54489899,-72.00170135,VT-005-LY-497,45713, ,Seed line,Good: +/- 0.10 ft,0,44.54494291,-72.00161548,702.91
Passumpsic River,VT,Caledonia County,VTCAL33730,33730,"Downstream of Main Street bridge, Lyndon VT",44.54380035,-71.99960327,VT-005-LY-498,45450,"Green HWM disc on mudline of 3 inch tree. In line with AC unit at restaurant, ~100 ft US from bridge",Mud,Good: +/- 0.10 ft,1.52,44.5437079,-71.99964947,704.47
Passumpsic River,VT,Caledonia County,VTCAL30509,30509,"Passumpsic River, upstream of Main Street (Route 5) bridge , Lyndonville, VT",44.543553,-72.00015,VT-005-LY-499,45445,"Green HWM disc on 18 inch tree, ~3 ft US of bike lane ends sign",Debris,Good: +/- 0.10 ft,2.12,44.54312788,-72.00025017,702.79
Passumpsic River,VT,Caledonia County,VTCAL30513,30513,"Passumpsic River, downstream of Memorial Drive (Route 5) bridge, Lyndonville, VT",44.518288,-72.003177,VT-005-LY-803,45476,"8 inch flagged nail on mudline, ~60 ft US of bridge on streamward side of path leading to river",Mud,Poor: +/- 0.40 ft,0,44.5182957,-72.00324296,695.08
Passumpsic River,VT,Caledonia County,VTCAL30512,30512,"Passumpsic River, upstream of Memorial Drive (Route 5) bridge, Lyndonville, VT",44.518222,-72.003838,VT-005-LY-804,45481,Green HWM disc on mudline on 2 inch maple tree at TOBR down path from telephone pole 1/51-02/4-2/7-7/2,Mud,Fair: +/- 0.20 ft,2.45,44.51868124,-72.00408703,694.8
Passumpsic River,VT,Caledonia County,VTCAL30510,30510,"Passumpsic River, downstream Center Street bridge, Lyndonville, VT",44.534375,-72.009733,VT-005-LY-805,45477,Green HWM disc on seedline on 17 inch tree. ~20 ft US of bridge and at TOBL,Seed line,Good: +/- 0.10 ft,1.17,44.53438078,-72.00975064,700.05
Passumpsic River,VT,Caledonia County,VTCAL30511,30511,"Passumpsic River, upstream of Center Street bridge, Lyndonville, VT",44.534659,-72.009668,VT-005-LY-806,45487,Green HWM disc on mudline on 10 inch tree. ~60 ft DS of bridge and ~4 ft from TOBL,Mud,Fair: +/- 0.20 ft,2.15,44.534612,-72.00963261,700.19
Passumpsic River,VT,Caledonia County,VTCAL33740,33740,"Next to soccer field, upstream of Center Street bridge, Lyndon VT",44.53549957,-72.01059723,VT-005-LY-807,45488,Green HWM disc in 12 inch tree streamward side of large field right in the middle of the edge,Vegetation line,Good: +/- 0.10 ft,3.12,44.53544064,-72.01062401,699.32
Passumpsic River,VT,Caledonia County,VTCAL30510,30510,"Passumpsic River, downstream Center Street bridge, Lyndonville, VT",44.534375,-72.009733,VT-005-LY-808,45489,Green HWM disc on seedline on 18 inch tree mid-way between the shed and river,Seed line,Excellent: +/- 0.05 ft,3.58,44.5342937,-72.01044618,699.58
Passumpsic River,VT,Caledonia County,VTCAL30505,30505,"Passumpsic River, downstream East Burke Road (Route 114) bridge, Lyndonville, VT",44.548885,-71.995881,VT-005-LY-809,45490,"8 inch flagged nail, ~8 ft S from DSR ABT",Mud,Poor: +/- 0.40 ft,0,44.54901074,-71.99574691,705.11
Passumpsic River,VT,Caledonia County,VTCAL30507,30507,"Passumpsic River, downstream East Burke Road (Route 114) bridge, Lyndonville, VT",44.549405,-71.995575,VT-005-LY-810,45492,"8 inch flagged nail 4 ft streamward from Irene HWM, ~60 ft US of bridge midway up bank",Mud,Poor: +/- 0.40 ft,0,44.5494152,-71.99554599,705.71
Passumpsic River,VT,Caledonia County,VTCAL30507,30507,"Passumpsic River, downstream East Burke Road (Route 114) bridge, Lyndonville, VT",44.549405,-71.995575,VT-005-LY-811,45491,"Flagged wooden stake on debris line, streamward of big bush. ~80 ft US from bridge, midslope of bank",Debris,Poor: +/- 0.40 ft,0,44.54957216,-71.99511041,705.53
Passumpsic River,VT,Caledonia County,VTCAL33742,33742,"Upstream of Pierce Road bridge, St. Johnsbury VT",44.48020172,-72.01509857,VT-005-SJ-821,45503,"Flagged wooden stake on debris line, ~8 ft S from DSWW of old bridge, just US of multi-trunk ""hand"" tree",Debris,Fair: +/- 0.20 ft,0,44.48022793,-72.01509499,592.79
Passumpsic River,VT,Caledonia County,VTCAL33872,33872,"Downstream of Pierce Rd Bridge, St. Johnsbury VT",44.47958969,-72.01529826,VT-005-SJ-822,45714, ,Mud,Fair: +/- 0.20 ft,0,44.47958969,-72.01529826,591.16
Passumpsic River,VT,Caledonia County,VTCAL33742,33742,"Upstream of Pierce Road bridge, St. Johnsbury VT",44.48020172,-72.01509857,VT-005-SJ-827,45521,6 inch flagged nail on debris line on DS side of old bridge support. ~10 ft landward from DSR ABT,Debris,Fair: +/- 0.20 ft,0,44.48034151,-72.01536261,592.61
Passumpsic River,VT,Caledonia County,VTCAL33872,33872,"Downstream of Pierce Rd Bridge, St. Johnsbury VT",44.47958969,-72.01529826,VT-005-SJ-828,45715, ,Debris,Fair: +/- 0.20 ft,0,44.47961026,-72.01587881,593.46
Passumpsic River,VT,Caledonia County,VTCAL33753,33753,"Upstream of Concord Ave bridge, St. Johnsbury VT",44.42580032,-72.01460266,VT-005-SJ-833,45519,6 inch flagged nail on debris line at base of rocky slope. ~200 ft US from bridge,Debris,Poor: +/- 0.40 ft,0,44.42581187,-72.01465779,576.62
Passumpsic River,VT,Caledonia County,VTCAL33871,33871,"Downstream of Concord Ave Bridge, St. Johnsbury VT",44.425337,-72.014336,VT-005-SJ-834,45712, ,Seed line,Excellent: +/- 0.05 ft,0,44.42514123,-72.01418402,576.03
Stevens Branch,VT,Orange County,VTORA33614,33614,"Parking lot of Poulin Lumber on Meadow Street, Williamstown VT",44.12200165,-72.53679657,VT-017-WI-459,45257,"Sharpie line on seedline on bottom right corner of door #!3, building F",Seed line,Excellent: +/- 0.05 ft,1.1,44.12195559,-72.53682722,859.24
Stevens Branch,VT,Orange County,VTORA33615,33615,"Next to a house on Meadow Street, Williamstown VT",44.12269974,-72.53710175,VT-017-WI-460,45260,8 inch flagged nail on debris line at TOBR ~70 ft DS of bridge,Debris,Fair: +/- 0.20 ft,0,44.12271537,-72.53712716,858.04
Stevens Branch,VT,Orange County,VTORA33614,33614,"Parking lot of Poulin Lumber on Meadow Street, Williamstown VT",44.12200165,-72.53679657,VT-017-WI-461,45263,Sharpie line on mudline on gray storage container,Mud,Excellent: +/- 0.05 ft,3.04,44.12188482,-72.53755239,858.98
Stevens Branch,VT,Orange County,VTORA33615,33615,"Next to a house on Meadow Street, Williamstown VT",44.12269974,-72.53710175,VT-017-WI-462,45264,Sharpie line on mudline on far blue shed,Mud,Excellent: +/- 0.05 ft,2.5,44.12331417,-72.53753248,856.7
Stevens Branch,VT,Orange County,VTORA33616,33616,"Upstream of Main Street bridge and footbridge, Williamstown VT",44.11790085,-72.54049683,VT-017-WI-463,45268,"Rail spike on debris line in back right corner of Thrift, Gifts property. ~3 ft streamward from back right corner of garden",Debris,Poor: +/- 0.40 ft,0,44.11786055,-72.54045136,863.06
Stevens Branch,VT,Orange County,VTORA33904,33904,"Upstream VT Rt 14, Stevens Branch, Williamstown VT",44.11752266,-72.54104138,VT-017-WI-464,45782,Green HWM disc in 3 inch tree growing from bottom of 16 inch tree growing sideways,Seed line,Poor: +/- 0.40 ft,5,44.11752266,-72.54104138,864.25
Stevens Branch,VT,Orange County,VTORA33904,33904,"Upstream VT Rt 14, Stevens Branch, Williamstown VT",44.11752266,-72.54104138,VT-017-WI-465,45783,Sharpie line on seed/mudline on foundation of red barn at 41 Spider Web Farm Rd,Seed line,Excellent: +/- 0.05 ft,2.6,44.11745563,-72.54153725,864.28
Stevens Branch,VT,Washington County,VTWAS33617,33617,"Parking lot of Peerless Granite Company on Vanetti Place, Barre VT",44.20849991,-72.51629639,VT-023-BA-449,45265,Sharpie line on mudline on door of Global Values building,Mud,Excellent: +/- 0.05 ft,0.65,44.20851234,-72.51635544,587.41
Stevens Branch,VT,Washington County,VTWAS33618,33618,"Intersection of N. Front Street and Treatment Plant Drive, Barre VT",44.21049881,-72.51730347,VT-023-BA-450,45272,8 inch nail with flagging on debris line ~1 ft from metal gate post,Debris,Poor: +/- 0.40 ft,0,44.21038247,-72.51729105,581.26
Stevens Branch,VT,Washington County,VTWAS33618,33618,"Intersection of N. Front Street and Treatment Plant Drive, Barre VT",44.21049881,-72.51730347,VT-023-BA-451,45267,Flagged rail spike on debris line between river and tracks across from Swanson Granite entrance,Debris,Fair: +/- 0.20 ft,0,44.21084495,-72.51706555,582.29
Stevens Branch,VT,Washington County,VTWAS33619,33619,"In parking lot off of Fifth Street, Barre VT",44.20890045,-72.51409912,VT-023-BA-452,45266,Sharpie line on seedline on door of 565 N Main St (side porch door),Seed line,Excellent: +/- 0.05 ft,2.5,44.20878943,-72.51409529,587.86
Stevens Branch,VT,Washington County,VTWAS33620,33620,"Upstream of Granite Street bridge, Barre VT",44.19839859,-72.50830078,VT-023-BA-453,45270,8 inch nail flagging on washline behind Airgas Store,Wash line,Fair: +/- 0.20 ft,0,44.19882873,-72.50760126,600.92
Stevens Branch,VT,Washington County,VTWAS33620,33620,"Upstream of Granite Street bridge, Barre VT",44.19839859,-72.50830078,VT-023-BA-454,45273,Sharpie line on mudline on frame of window (back) of Dessureau Machines,Mud,Excellent: +/- 0.05 ft,4.6,44.19852693,-72.50846797,600.38
Stevens Branch,VT,Washington County,VTWAS33621,33621,"Downstream of Granite Street bridge, Barre VT",44.19810104,-72.50700378,VT-023-BA-455,45269,Sharpie line on mudline on riverside back door of Pepin Granite,Mud,Excellent: +/- 0.05 ft,2.9,44.19807192,-72.50689526,602.28
Stevens Branch,VT,Washington County,VTWAS33621,33621,"Downstream of Granite Street bridge, Barre VT",44.19810104,-72.50700378,VT-023-BA-456,45277,Sharpie line on mudline of NW corner of Capital Candy,Mud,Excellent: +/- 0.05 ft,3,44.19741712,-72.50669614,602.57
Stevens Branch,VT,Washington County,VTWAS33622,33622,"In front of a house on River Street, Barre VT",44.19779968,-72.50810242,VT-023-BA-457,45280,Sharpie line on mudline on door trim of 9 River St (abandoned house),Mud,Excellent: +/- 0.05 ft,1,44.19782831,-72.50807597,601.5
Stevens Branch,VT,Washington County,VTWAS33623,33623,On a baseball field off of Parkside Terrace,44.18299866,-72.50250244,VT-023-BA-458,45281,Sharpie line on debris line in sturdy fence edge of 1st base side fence post,Debris,Fair: +/- 0.20 ft,3.5,44.18289159,-72.50252765,660
Stevens Branch,VT,Washington County,VTWAS33687,33687,"Between Brooklyn and Branch Street, Barre VT",44.19580078,-72.50299835,VT-023-BA-475,45380,Sharpie line on mudline of house siding left side of garage at 5 Brooklyn St,Mud,Excellent: +/- 0.05 ft,1.44,44.19583072,-72.50299316,605.49
Stevens Branch,VT,Washington County,VTWAS33689,33689,"Building between Old Burnham Street and Burnham Stret, Barre VT",44.19710159,-72.50440216,VT-023-BA-476,45388,Sharpie line inside building on asphalt pit barrier,Mud,Excellent: +/- 0.05 ft,0.75,44.19704644,-72.50441792,598.81
Stevens Branch,VT,Washington County,VTWAS33689,33689,"Building between Old Burnham Street and Burnham Stret, Barre VT",44.19710159,-72.50440216,VT-023-BA-477,45392,Sharpie line on mud line mid-way on a corner left of front door of 19 Metro Way,Mud,Excellent: +/- 0.05 ft,3.94,44.19742636,-72.50401928,603.58
Stevens Branch,VT,Washington County,VTWAS33688,33688,"Between Brooklyn and Branch Street, Barre VT",44.19580078,-72.50299835,VT-023-BA-478,45391,Green HWM disc on railside fence of garbage area behind Gusto's,Mud,Excellent: +/- 0.05 ft,1.2,44.19617086,-72.50244833,606.17
Stevens Branch,VT,Washington County,VTWAS33690,33690,"On the railroad downstream of Blackwell Street bridge, Barre VT",44.20320129,-72.50900269,VT-023-BA-479,45387,Sharpie line at NW corner of 406 N Main St,Mud,Excellent: +/- 0.05 ft,3.55,44.2031776,-72.50894674,597.35
Stevens Branch,VT,Washington County,VTWAS33693,33693,"Parking lot off N Main Street, Barre VT",44.20429993,-72.50910187,VT-023-BA-480,45394,Sharpie line on front right corner of Busy Bubble laundromat,Mud,Excellent: +/- 0.05 ft,2.4,44.20422953,-72.50899886,595.72
Stevens Branch,VT,Washington County,VTWAS33690,33690,"On the railroad downstream of Blackwell Street bridge, Barre VT",44.20320129,-72.50900269,VT-023-BA-481,45390,Flagged wooden stake on mudline behind LTR Finishing brown building,Mud,Good: +/- 0.10 ft,0,44.20304133,-72.50958458,596.1
Stevens Branch,VT,Washington County,VTWAS33691,33691,"Downstream of Blackwell Street bridge, Barre VT",44.2038002,-72.50990295,VT-023-BA-482,45393,Green HWM disc on streamward back wall of Granite City Tools,Seed line,Excellent: +/- 0.05 ft,0.97,44.20386938,-72.50992666,595.72
Stevens Branch,VT,Washington County,VTWAS33692,33692,"Behind the Vermont Granite Museum, Barre VT",44.21110153,-72.52140045,VT-023-BA-483,45389,Painted line behind building 46 behind VT Granite Museum,Debris,Poor: +/- 0.40 ft,0,44.21102441,-72.52175215,575.76
Stevens Branch,VT,Washington County,VTWAS33624,33624,"Behind the CVS off Patridge Farm Road, Barre VT",44.23189926,-72.5522995,VT-023-MO-445,45284,8 inch nail with flagging on debris line 5 ft E of triple birch trees,Debris,Good: +/- 0.10 ft,0,44.23178995,-72.55227192,547.71
Stevens Branch,VT,Washington County,VTWAS33625,33625,"Vermont Local Roads building in Barre-Montpelier Road, Berlin VT",44.23279953,-72.55349731,VT-023-MO-446,45279,Sharpie line on mudline at left corner of VTrans building,Mud,Excellent: +/- 0.05 ft,2.7,44.23289868,-72.55355512,547.44
Stevens Branch,VT,Washington County,VTWAS33626,33626,"Parking lot on Partridge Farm Road, Barre VT",44.23239899,-72.55069733,VT-023-MO-447,45276,Green HWM disc on mudline on 9 inch tree ~50 ft SSE from 149 mailbox,Mud,Good: +/- 0.10 ft,0.7,44.23249637,-72.55071568,547.59
Stevens Branch,VT,Washington County,VTWAS33627,33627,"Front yard on Cedar Drive, Berlin VT",44.23300171,-72.55120087,VT-023-MO-448,45283,Sharpie line on mudline on NW corner of Berlin Facility square fenced in area,Mud,Excellent: +/- 0.05 ft,3.4,44.23305413,-72.55131099,547.23
Thatcher Brook,VT,Washington County,VTWAS33806,33806,"Near the corner of Loomis Hill Road and Loomis Highlands, Waterbury VT",44.37530136,-72.70850372,VT-015-WJ-367,45559,Green HWM disc in cluster of trees 300 ft DS of bridge,Debris,Poor: +/- 0.40 ft,0,44.37532199,-72.70851915,677.17
Thatcher Brook,VT,Washington County,VTWAS33806,33806,"Near the corner of Loomis Hill Road and Loomis Highlands, Waterbury VT",44.37530136,-72.70850372,VT-015-WJ-368,45560,Green HWM disc in tree on south end of field 500 ft from bridge,Debris,Poor: +/- 0.40 ft,0,44.37494445,-72.70878674,675.1
Thatcher Brook,VT,Washington County,VTWAS33921,33921,"Upstream Loomis Hill Rd, Thatcher Brook, Waterbury VT",44.37577819,-72.70847917,VT-023-WJ-369,45808,Green HWM disc and nail in medium maple tree 100 ft US of bridge,Debris,Fair: +/- 0.20 ft,,44.37577819,-72.70847917,678.71
Thatcher Brook,VT,Washington County,VTWAS33921,33921,"Upstream Loomis Hill Rd, Thatcher Brook, Waterbury VT",44.37577819,-72.70847917,VT-023-WJ-370,45809,Nail and green HWM disc in Y shaped tree ~300 ft US of bridge,Debris,Unknown/Historical,,44.37602842,-72.70835257,678.67
Thatcher Brook,VT,Washington County,VTWAS33807,33807,"In front of farm stand on Guptil Road, Waterbury Center VT",44.36859894,-72.71790314,VT-023-WJ-371,45556,HWM disc and nail leveled to tree at edge of property at 1413 Grenier's Farm,Seed line,Poor: +/- 0.40 ft,0,44.3687802,-72.71795436,635.96
Thatcher Brook,VT,Washington County,VTWAS33922,33922,"Upstream Guptil Rd near Thatcher Brook Rd, Thatcher Brook, Waterbury VT",44.3692877,-72.7175351,VT-023-WJ-372,45810,Green HWM disc in tree at the corner of a livestock fence on USR,Debris,Poor: +/- 0.40 ft,,44.3692877,-72.7175351,638.68
